title,text,label
Trump says he is only in early stages of considering lifting Russia sanctions,"WASHINGTON (Reuters) - U.S. President Donald Trump said on Friday he is only in the early stages of considering whether to lift U.S. sanctions on Russia, as British Prime Minister Theresa May, other foreign officials and U.S. lawmakers cautioned that such a move would be premature. With Trump expected to speak by phone on Saturday with Russian President Vladimir Putin for the first time since taking power a week ago, speculation has been rife that he is close to lifting sanctions imposed by then-President Barack Obama over Moscow’s annexation of Ukraine’s Crimea Peninsula in 2014. Such a move would likely cause consternation among European allies as well as many in the U.S. Congress who are also troubled by Russia’s intervention in the Syrian civil war and by U.S. intelligence agencies’ finding that Moscow meddled in the U.S. election campaign. “As far as the sanctions, (it is) very early to be talking about that,” Trump said, while insisting that he wanted to follow through on his campaign pledge to pursue better relations with Russia. His caution on the Russian sanctions came in response to a question at a joint news conference at the White House with May, the first foreign leader to visit the president since his inauguration. May made clear Britain wants to continue sanctions until Putin carries out the requirements in a ceasefire agreement arranged in Minsk, Belarus, in 2014. This view is shared by European allies who fear Putin could become more expansionist if he feels Trump will not intervene. “We believe the sanctions should continue until we see the Minsk agreement fully implemented. And we’ve been continuing to argue that inside the European Union,” May said. The boisterous Trump and reserved May took pains to demonstrate a readiness to maintain the “special relationship” between the United States and Britain, something that is particularly important for May as she steers Britain out of the European Union.  They posed for photos before a bust of Winston Churchill in the Oval Office and Trump accepted an invitation from Queen Elizabeth to visit Britain later this year. The two leaders held hands briefly as they walked down the White House colonnade to their news conference in the East Room. Later, they lunched on beef shortribs in the State Dining Room. At the news conference, Trump showed flashes of the pugnacious willingness to dispense with formality that helped him win the Nov. 8 election, registering his displeasure when a British reporter asked him what he had to say to those who are “worried about you becoming the leader of the free world.” “This was your choice of a question?” Trump said with a half smile. Then, nodding toward May as laughter erupted, he added: “There goes that relationship.” On ties with Moscow, Trump has long bucked establishment Washington thinking by voicing a belief that, as he said on Friday, it would be a “tremendous asset” to have a positive relationship with Russia. A long-time Putin critic, U.S. Senator John McCain, who like Trump is a Republican, urged Trump not to lift the sanctions, saying that he should “reject such a reckless course.” “If he does not, I will work with my colleagues to codify sanctions against Russia into law,” said McCain, a long-time Putin critic. House of Representatives Speaker Paul Ryan, the top U.S. elected Republican, told Politico of the sanctions that “I think they should stay.” Former NATO chief Anders Fogh Rasmussen, now an adviser to Ukrainian President Petro Poroshenko, urged caution against reversing sanctions without winning concessions from Moscow, saying that, “easing sanctions will only embolden Russia’s aggression in the region, putting the security interests of Ukraine and the United States in jeopardy.” The White House encounter between Trump and May was heavily scrutinized for signs on how the relationship would develop between the leaders of two key members of the NATO alliance, who are markedly different in style but who both owe their rise to power to a tide of anti-establishment feeling in their countries. “I’m not as brash as you might think,” Trump said at the news conference. “I’m a people person and I think you are too, Theresa. I think we’re going to have a fantastic relationship.” Trump, a wealthy real estate developer and former reality TV star, had never held public office when he was elected in November. May stepped in to lead Britain after the June referendum Brexit vote to leave the EU that prompted her Conservative predecessor, David Cameron, to resign. It was notable that Trump did not give much in the way of vocal support for NATO, which he has previously declared obsolete. It was left up to May to issue support for NATO in her opening remarks at their news conference, and to encourage Trump’s backing.”On defense and security cooperation, we are united in our recognition of NATO as the bulwark of our collective defense,” she said. “Today we’ve reaffirmed our unshakeable commitment to this alliance – Mr. President I think you confirmed that you are 100 percent behind NATO.”  (This version of the story has been refiled to clarify in 14th and 15th paragraphs on McCain’s remark on Trump and lifting of sanction; clarifying to show that comment “if he does not” refers to rejection of “a reckless course.” ",real
 WATCH: CNN NAILS Trump For Lie That He Would Never Demand Loyalty,"Donald Trump just got caught lying again and there is video to prove it.When former FBI Director James Comey testified under oath in the Senate on Thursday, he recalled that Trump demanded loyalty from him before he was asked to drop the investigation of Michael Flynn and Trump s ties to Russia. The President said,  I need loyalty, I expect loyalty,  Comey testified.But when asked by ABC reporter Jon Karl if he had demanded Comey s loyalty, Trump denied the whole thing and pretended that he has never demanded loyalty from anyone in his entire life. So he said those things under oath,  Karl began.  Would you be willing to speak under oath to give your version of those events? One hundred percent,  Trump replied.  I didn t say under oath   I hardly know the man. I m not going to say, I want you to pledge allegiance. Who would do that? Who would ask a man to pledge allegiance under oath? I mean, think of it. I hardly know the man. It doesn t make sense. No, I didn t say that, and I didn t say the other. If Trump were to say this under oath he would he would be committing perjury. And CNN proved it by playing video of Trump on the campaign trail in Florida asking people in the crowd to raise their hands and pledge their loyalty to him. Keep in mind that Trump had never met anyone in that audience. But he had several discussions and meetings with Comey. In other words, Comey was not a complete stranger to him. If he was willing to ask a crowd of random people to pledge their allegiance to him, he would certainly be willing to demand loyalty from Comey.Here s the damning video via YouTube.This is yet more proof that Trump is a liar who has zero credibility. He will say anything to save his own ass.Featured image via Olivier Douliery   Pool/Getty Images",fake
U.S. mulls potential F-16 sale to Greece: Trump,"WASHINGTON (Reuters) - U.S President Donald Trump said on Tuesday that his administration has informed Congress of a potential sale to upgrade the F-16 aircraft in Greece’s Air Force, a deal could be worth $2.4 billion.  The U.S. State Department approved the possible sale on Monday. Trump spoke of the potential sale following a meeting with Greek Prime Minister Alexis Tsirpas at the White House. ",real
WATCH: RONALD REAGAN WARNED US ABOUT OBAMA 40 Years Ago…Too Bad No One Listened,"This video needs to be shared over and over again, as America slips closer and closer to the edge with a potentially disasterous Hillary or Bernie Sanders presidency ",fake
Democrats protest Senate Republican healthcare secrecy,"WASHINGTON (Reuters) - U.S. Democrats took to the Senate floor on Monday to throw a spotlight on behind-the-scenes efforts by the Republican majority to repeal former President Barack Obama’s healthcare law, known as Obamacare. In a series of floor motions, inquiries and lengthy speeches, Democrats criticized the closed-door meetings that Republicans have been holding to craft a replacement for Obamacare, formally known as the Affordable Care Act. They called for open committee hearings and more time to consider the bill before a Senate vote, which Republicans say could come in the next two weeks, although a draft bill has yet to emerge publicly. Lacking the votes to derail or change the Republican process, the maneuvers by the Democratic minority seemed more aimed at highlighting Republican efforts on a controversial issue. Polls have said that a majority of Americans disapprove of the Obamacare replacement that has passed the House of Representatives and that Senate Republicans are now considering. Senate Democratic Leader Chuck Schumer said that the closed-door Republican meetings on healthcare amounted to “the most glaring departure from normal legislative procedure that I have ever seen.”  “Republicans are writing their healthcare bill under the cover of darkness because they are ashamed of it,” Schumer charged. The resulting legislation would likely throw millions out of health insurance, he said, while granting “a big fat tax break for the wealthiest among us.” Senators are not obligated to hold meetings in the open, but Democrats pointed out that there were lengthy committee meetings and many days of floor debate on Obamacare before it passed in 2010. Several Democrats moved for the healthcare legislation to be referred to Senate committees for hearings, but Senate Majority Leader Mitch McConnell refused. McConnell said all Republican senators have been involved to some degree in healthcare meetings and that Democrats would have a chance to amend the legislation they produce, once it is brought to the Senate floor. “We’re going to have a meeting on the Senate floor, all hundred of us, with an unlimited amendment process,” McConnell said. “So there will be no failure of opportunity.” Senate Republican leaders would like a vote on healthcare legislation in July, before the July 4 recess if possible. But Republicans have struggled to coalesce around a bill, with moderates and conservatives pushing in different directions. Senate Republicans also face pressure from the right. In the House, conservatives have written to McConnell to express concern about reports that say the Senate may water down the House bill. ",real
Top U.S. general in Afghanistan says new strategy based on conditions not timelines,"WASHINGTON (Reuters) - The head of U.S. and international forces in Afghanistan said on Monday the United States’ future presence in Afghanistan would be based on “conditions and not arbitrary timelines”. “This new strategy means the Taliban cannot win militarily. Now is the time to renounce violence and reconcile,” General John Nicholson said in a statement. President Donald Trump opened the door on Monday night to an increase in U.S. troops in Afghanistan as part of a retooled strategy for the region, overcoming his own doubts about America’s longest war and vowing “a fight to win.” ",real
Wikileaks: NSA Spied on UN Secretary-General and World Leaders’ Secret Meetings," InverseWikileaks released tonight a new cache of documents, showing that the United States  National Security Administration bugged private meetings between major world leaders, including the United Nations Secretary General.The N.S.A. bugged meetings between U.N.S.G. Ban Ki-Moon, German chancellor Angela Merkel, Italian prime minister Silvio Berlusconi, Israeli prime minister Benjamin Netanyahu, and several representatives from other major world governments, listening in on their conversations on climate change, global economics, and even  how to deal with Obama,  according to the new documents. Today we showed that U.N. Secretary General Ban KiMoon s private meetings over how to save the planet from climate change were bugged by a country intent on protecting its largest oil companies,  said Wikileaks founder and editor Julian Assange, who is currently wanted by several world governments.Assange continued, in a statement that came out in conjunction with the data dump:  We previously published Hillary Clinton s orders that U.S. diplomats were to steal the Secretary General s D.N.A. The U.S. government has signed agreements with the U.N. that it will not engage in such conduct against the U.N.   let alone its Secretary General. It will be interesting to see the U.N. s reaction, because if the Secretary General can be targeted without consequence, then everyone from world leader to street sweeper is at risk. Continue this story at InverseREAD MORE NSA NEWS AT: 21st Century Wire NSA Files",fake
"Saudi Arabia says Lebanon declares war, deepening crisis","BEIRUT (Reuters) - Saudi Arabia accused Lebanon on Monday of declaring war against it because of aggression by the Iran-backed Lebanese Shi ite group Hezbollah, a dramatic escalation of a crisis threatening to destabilize the tiny Arab country. Lebanon has been thrust to the center of regional rivalry between Saudi Arabia and Iran since the Saudi-allied Lebanese politician Saad al-Hariri quit as prime minister on Saturday, blaming Iran and Hezbollah in his resignation speech.    Saudi Gulf affairs minister Thamer al-Sabhan said the Lebanese government would  be dealt with as a government declaring war on Saudi Arabia  because of what he described as aggression by Hezbollah. Faulting the Hariri-led administration for failing to take action against Hezbollah during a year in office, Sabhan said  there are those who will stop (Hezbollah) and make it return to the caves of South Lebanon , the heartland of the Shi ite community. In an interview with Al-Arabiya TV, he added:  Lebanese must all know these risks and work to fix matters before they reach the point of no return.  He did not spell out what action Saudi Arabia might take against Lebanon, a country with a weak and heavily indebted state that is still rebuilding from its 1975-90 civil war and where one-in-four people is a Syrian refugee. There was no immediate comment from the Lebanese government.  Hezbollah is both a military and a political organization that is represented in the Lebanese parliament and in the Hariri-led coalition government formed last year. Its powerful guerrilla army is widely seen as stronger than the Lebanese army, and has played a major role in the war in neighboring Syria, another theater of Saudi-Iranian rivalry where Hezbollah has fought in support of the government. Lebanese authorities said on Monday the country s financial institutions could cope with Hariri s resignation and the stability of the Lebanese pound was not at risk. But the cash price of Lebanon s U.S. dollar-denominated bonds fell, with longer-dated maturities suffering hefty losses as investors took a dim view of the medium- to longer-term outlook for Lebanon. Hariri cited a plot to assassinate him during his unexpected resignation speech broadcast from Saudi Arabia which caught even his aides off guard. He also slammed Hezbollah and Iran, accusing them of sowing strife in the Arab world. Hezbollah leader Sayyed Hassan Nasrallah has said he will not comment on Hariri s speech, calling it a  Saudi statement  and saying Riyadh had forced Hariri to resign. The sudden nature of Hariri s resignation generated speculation in Lebanon that his family s Saudi construction business had been caught up in an anti-corruption purge and he had been coerced into resigning.  Saudi Foreign Minister Adel Jubeir said it was  nonsense  to suggest Hariri had been coerced into quitting in a CNN interview on Monday. Hariri had quit because Hezbollah had been  calling the shots  in the government, he said. Hariri, a Saudi citizen, was free to leave the country at any time, he said. Interior Minister Nohad Machnouk, a senior member of Hariri s political party, said he was under the impression Hariri would return to Beirut within days.  A meeting between Saudi King Salman and Hariri in Riyadh on Monday proved  rumors  wrong, he said - an apparent reference to speculation that Hariri was detained or forced to quit.    Earlier on Monday, President Michel Aoun, a political ally of Hezbollah, appealed for national unity. Parliament Speaker Nabih Berri, another political ally of Hezbollah, said in a televised statement after meeting Aoun it was too early to talk about forming a new government. The crisis could re-aggravate tensions between Sunni and Shi ite Muslims and afflict Lebanese government with paralysis once again. All of the sides have called for calm and there has been no sign of unrest since Hariri s resignation. The Hariri-led government took office last year in a political deal that made Aoun president. The deal ended years of deadlock, and last month it produced Lebanon s first budget since 2005. Hariri flew to Saudi Arabia on Friday after meeting in Beirut the top adviser to Iran s Supreme Leader, who described the coalition as  a victory  and  great success  afterwards. ",real
 Here’s Absolute PROOF Donald Trump Thinks The Government Is A Reality Show; We Should All Be Terrified,"Donald Trump, despite having a face and hairline made for radio, is convinced that the way to run a government is to hold casting calls. He wants to choose cabinet nominees who look the part, rather than nominees who are qualified. Presentation is very important because you re representing America not only on the national stage but also the international stage, depending on the position,  said Trump transition spokesman Jason Miller.To lead the Pentagon, Trump chose a rugged combat general, whom he compares to a historic one. At the United Nations, his ambassador will be a poised and elegant Indian American with a compelling immigrant backstory. As secretary of state, Trump tapped a neophyte to international diplomacy, but one whose silvery hair and boardroom bearing project authority.Source: Washington PostFor some reason, die-hard conservatives are not at all bothered by this method of choosing the people who will be responsible for our health and safety. He likes people who present themselves very well, and he s very impressed when somebody has a background of being good on television because he thinks it s a very important medium for public policy,  said Chris Ruddy, chief executive of Newsmax Media and a longtime friend of Trump.  Don t forget, he s a showbiz guy. He was at the pinnacle of showbiz, and he thinks about showbiz. He sees this as a business that relates to the public. The look might not necessarily be somebody who should be on the cover of GQ magazine or Vanity Fair,  Ruddy said.  It s more about the look and the demeanor and the swagger. Trump allegedly chose Marine Gen. James Mattis as his nominee for Secretary of Defense because he is  the closest thing to General George Patton that we have.  That s in reference to a physical resemblance, not his abilities as a general. Trump also chose Mike Pence for his looks and teased that he was going to choose Mitt Romney for Secretary of State for his looks. If our Republican Congress gave a crap about the people they represent, they would shut down these  central casting  nominees from the start, but this style of hiring fits right in with the Republican agenda, which is to take the government down from the inside.Featured image via Ty Wright/Getty Images",fake
Senator seeks ethics probe of Mnuchin's 'Lego Batman' comment,"WASHINGTON (Reuters) - The top Democrat on the Senate Finance Committee asked the government ethics watchdog on Monday to review comments by Treasury Secretary Steven Mnuchin plugging “The Lego Batman Movie,” a film one of his companies produced, for a possible ethics violation. In a letter to Office of Government Ethics Director Walter Shaub, Senator Ron Wyden said he was concerned that Mnuchin had violated his ethics agreement signed in January in his comments on Friday at the end of a live interview with the Axios news website. Mnuchin had agreed to divest his interests in Ratpac-Dune Entertainment Holdings LLC within 120 days of his confirmation, and “not participate personally and substantially in any matter that has a direct and predictable effect on the financial interests of the entity” unless first obtaining a waiver. RatPac-Dune, co-founded by Mnuchin with producer-director Brett Rattner and media billionaire James Packer, has produced and financed a number of Hollywood hits in recent years, including “Avatar,” “Mad Max: Fury Road” and “The Lego Batman Movie.” At the Axios event, Mnuchin was asked in a question from a reader for a movie recommendation. “I’m not allowed to promote anything that I’m involved in.  So I just want to have the legal disclosure, you’ve asked me the question, and I am not promoting any product,” Mnuchin said. “But you should send all your kids to ‘Lego Batman.’” The comment drew laughter from the audience at the Washington event. Wyden said the Finance Committee had received no notifications regarding Mnuchin’s holdings in RatPac-Dune and assumed the Treasury chief still held that interest. “I am concerned that Sec. Mnuchin’s comments, may be seen to have a predictable effect on the financial interests” of RatPac-Dune, Wyden said in his letter. In a statement, a Treasury spokesman said: “As his statement reflects, the Secretary clearly recognized that he generally may not promote private interests and specifically gave the legal disclosure that he was not promoting a movie, but answering a question he was asked directly.” The OGE recommended last month that the White House should consider disciplinary action against President Donald Trump’s adviser Kellyanne Conway for her on-air comment on Fox News Channel promoting the clothing and jewelry line of Trump’s daughter Ivanka Trump. Conway said people “should go buy Ivanka’s stuff.” The White House later told the ethics watchdog that Conway had acted “inadvertently” and without “nefarious motive or intent to benefit personally.” ",real
Sexual misconduct allegations may roil 2018 U.S. congressional elections,"WASHINGTON (Reuters) - A spate of sexual misconduct accusations against U.S. politicians and other powerful men will force candidates for the November 2018 congressional elections to weigh more carefully than ever whether their past behavior could doom their chances.  Following allegations against Republican U.S. Senate candidate Roy Moore, Democratic U.S. Representative John Conyers and Democratic U.S. Senator Al Franken, campaign operatives from both parties warned that past behavior that might once have been excused may now be disqualifying. “This is a game-changer,” said Democratic strategist Dane Strother. “Every man who wants to run for office needs to give some serious thought to his past.” Politicians have been among a growing number of prominent men, including in the entertainment and media fields, accused of sexual harassment. There will be increased pressure on candidates to undertake “self-vetting,” where, as one Republican strategist said, they are willing to subject themselves to a “trial on what the other side will put them through.” But he cautioned: “A lot of this is still dependent on what the candidate is willing to talk about and how forthcoming they are.” In next year’s elections, Democrats will seek to wrest one or both houses of Congress from Republican control. Thirty-three U.S. Senate seats and all 435 seats in the U.S. House of Representatives will be contested.  Sex scandals have long been a part of U.S. politics, but in the current environment, operatives are encouraging candidates and office-holders alike to level with advisers about past conduct, even behavior that might in the past have fallen into a gray area. “You may have to press the candidate particularly aggressively to be sure that he confronts what he may have passed off as a failed advance and not have imagined would come back to haunt him,” a veteran Democratic lawyer who advises campaigns told Reuters. Sonia Van Meter, a Democratic opposition researcher, said candidates would have to think carefully about “their demeanor, their offhanded remarks, the way they carried themselves. Everything will be under more scrutiny.” If candidates are not careful about self-vetting, operatives said, researchers working for opposing candidates would do it for them. Verifiable facts - court documents, voting records, speeches and more - usually form the backbone of opposition research conducted by rival campaigns. Such research may expand into behavior that has not been documented, Strother said, adding that might include conversations with former female staffers to find out if there are any issues. Tracy Sefl, a strategist in Chicago who has directed opposition research for the Democratic National Committee, said workplace relationships between a male candidate and women  could now be targeted by opposing campaigns. “In the context of employment: Was a man supervising women? Were those women younger, older, or his peers?” Sefl said. “How long did those women tend to work there? What do they have to say about their experience there and about him, specifically?”  But Alex Conant, a Republican consultant who worked for presidential candidates Tim Pawlenty and Marco Rubio, doubted opposition research would see a dramatic shift, largely because most campaigns cannot afford it and must instead rely on public records, internet searches and news reports.  “Opposition research in early stages of congressional campaigns is not going back and interviewing every single person who has worked with a candidate,” Conant said. There are also limits on the effectiveness of opposition research in identifying potential misconduct.  Rumors surrounding Moore’s alleged interest in teenage girls had circulated in Alabama politics for years, but it took reporters from the Washington Post, not researchers from campaigns, to persuade his accusers to go on the record. Moore, who is running against Democrat Doug Jones in a Dec. 12 special election, has denied the allegations, which Reuters has been unable to independently verify. Republican lawmakers in Washington, including Senate Republican leader Mitch McConnell, have distanced themselves from Moore and urged him to quit the race. Self-vetting is all the more important, operatives said, because the national parties have little capacity to weed out problematic candidates. In 2016, the insurgent White House bids of Republican Donald Trump and Democrat Bernie Sanders highlighted the limited ability of parties to hand-pick candidates for major public offices. Trump won the presidency despite himself being accused by several women of having in the past made unwanted sexual advances or inappropriate personal remarks about them. Trump denied the allegations, saying they were part of a smear campaign. In the race for the U.S. Senate seat in Alabama, Moore prevailed in the Republican primary over Luther Strange, the incumbent backed by the party establishment.  While the parties still vet some candidates for Congress and big-ticket donors, they largely rely on local party officials to screen and refer them. Van Meter said the string of scandals had altered the landscape because victims now felt empowered to go public, which may topple some candidates and keep others from running at all. “What has changed is the culture, the number of women coming forward,” she said. “We’re going to see more of these cases.” ",real
Polling calls to U.S. Muslims raise surveillance fears,"WASHINGTON (Reuters) - Muslims across the United States feared they were being targeted for surveillance this week when they received automated polling calls asking them to press one if they identified as Muslim or two if they did not. Many worried President-elect Donald Trump was making good on his campaign promise to register all Muslims in the country or private citizens were laying the groundwork for a registry. The calls were in fact sent out as part of a survey by Emerge USA, a non-profit organization seeking to empower Muslim-Americans. The group created an algorithm to call Muslims for a poll on their views and experiences after the Nov. 8 national election, Sarah Cochran, director of its Virginia chapter, said on Wednesday. Cochran said she had to reassure some call recipients that Emerge USA was conducting the poll, and an anti-Islam group was not using the organization’s name as a disguise.  “All of our work is affected, where we can’t get people to participate because they’re afraid,” said Cochran. Since Trump’s stunning election win, Muslims living in the United States have been on edge. One of his supporters has cited camps where Japanese-Americans were interned during World War Two as a precedent for a registry. Trump’s choice for national security adviser, Michael Flynn, in a recent video described Islamism as a “vicious cancer inside the body of 1.7 billion people on this planet and it has to be excised.” On Tuesday, the Council of American-Islamic Relations posted on Twitter and Facebook asking about reports American Muslims were receiving robocalls on how they “identify.” Meanwhile, others posted to their own social media accounts with questions about the calls. One call recipient posted on Facebook “Not sure if this is a scam or this is real but I have surely reported and urge you to report as well if you get the same phone call. Welcome to the new world!” (Fixes typo in seventh paragraph.) ",real
" STUPID Trump Fans Think He Won The Popular Vote, But He Lost By A HUGE Margin (TWEETS)","As we unfortunately learned during the presidential campaign, Donald Trump s biggest fans love to tell themselves HUGE lies, and then they pass those lies back and forth to each other and actually believe them, no matter how insane those lies happen to be.The biggest one to hit since Election Day is the complete and utter lie that Trump won the popular vote in addition to his electoral college win. Check out some of the Trump supporters who are fooling themselves:Final #Election2016 Results By Numbers:-  #PopularVote #electoralvotes pic.twitter.com/uKZevQvPfK  Michael (@Koxinga8) November 12, 2016Final #Election2016 numbers #PopularVote:#Trump: 62,972,226 #Clinton: 62,277,750 #ElectoralCollege vote #Trump 306 #Clinton 232  Lucid Hurricane  (@LucidHuricane) November 12, 2016Trump won the popular vote too. Now the liberals have nothing to cry about (they will anyways.) #TrumpRiotsDonate @ https://t.co/AGuHKH0S7K pic.twitter.com/71eIwMjtOA  Bikers 4 Trump (@Bikers4Trump) November 12, 2016Sorry libs! Trump just won the popular vote and the electoral vote after the recounts! https://t.co/vKIev9ltmx #TrumpRiots #TrumpRevolution pic.twitter.com/LIytjEQ6BB  Lori Hendry (@Lrihendry) November 12, 2016But in reality, despite losing the electoral college, Hillary Clinton will have a substantial popular vote win over Trump when all the votes are eventually counted.Hillary Clinton not only won the popular vote in Tuesday s election. It is now clear that she won it by a margin larger than two candidates who went on to win the presidency.David Leonhardt, a columnist for The New York Times, noted on Friday that with a 1.7-percentage-point popular vote lead over Donald Trump,Clinton will have a larger margin of victory than Richard Nixon had over Hubert Humphrey in 1968 or John F. Kennedy had over Nixon in 1960. (Her edge is also larger than Al Gore s popular vote victory over George W. Bush in 2000, though he too was stymied by an electoral college loss.)In raw numbers, that amounts to an edge of roughly 1.8 million votes as of Saturday.The election is decided by the electoral college, not the popular vote, so Trump will be sworn in to the presidency. But it s telling that even in victory, Trump s supporters must lie to themselves and each other with these completely made up stories. It shows that, despite the claim that the left is in a  bubble  on the coasts, the Trump supporters are the ones who have sealed themselves off from the real world where 2 is always bigger than 1.Featured image via Flickr",fake
 Texas Supreme Court Just Proved They Do Not Support Marriage Equality,"Ever since the historic ruling that made same-sex marriage legal in all 50 states in June 2015, opponents cried that it s a war against them. But, is it really? It seems like it s a war against those in a same-sex marriage, even by those in the courthouse. Rather than live and let live, people enjoy making others miserable.What should be the defenders and upholders of justice have let same-sex spouses down in Texas when the Texas Supreme Court ruled that the Constitution does not clearly require states to extend spousal benefits to same-sex couples. This decision came Friday. The ruling was unanimous, making it clear that they do not believe in justice or marriage equality.The Texas Supreme Court interpreted the ruling of Obergefell v. Hodges narrowly, questioning whether it compels states to treat same-sex couples equally to opposite-sex couples in any context outside of marriage licensing. I guess we shouldn t expect anything better from Texas.Friday s ruling of Pidgeon v. Turner revolves around spousal benefits for government workers. Texas law prohibits same-sex couples from receiving such benefits. How that is even possible is beyond me.Slate reports that according to the court, Obergefell  did not address and resolve  the  specific issue  of state spousal benefits. Therefore, the state appeals court erred in ordering the trial court to resolve the case  consistent with Obergefell and De Leon.  Instead, the Texas Supreme Court insisted, the trial court must settle the issue itself keeping in mind that Obergefell  did not hold that states must provide the same publicly funded benefits to all married persons. I am flabbergasted. How can judges, meant to serve justice, deny justice? How can they interpret rulings and laws this way? They re bending the ruling to their will because on a personal level they probably don t like same-sex marriage.My heart goes out to all the same-sex spouses that are not receiving fair and equal spousal benefits.Featured image via Robert Daemmrich Photography Inc/Corbis/Getty Images",fake
BREAKING VIDEO: CONGRESSIONAL BLACK CAUCUS MEMBERS Rehang “Cops as Pigs” Painting In Capitol Building…Shameful!,"TAKE IT DOWN! BLM Supporter, Dem Congressman Hangs COP-HATING, Race-Baiting Art-Work In U.S. Capitol BuildingJust keep it up Democrats and soon you won t have any supporters ",fake
Trump campaign manager Manafort quits after troubled stretch,"(Reuters) - Donald Trump’s U.S. presidential campaign sealed a major staff reshuffle with the resignation on Friday of its campaign chairman, and the Republican nominee tried to end weeks of upheaval to focus on beating Democratic rival Hillary Clinton.      The departure of Paul Manafort came as Trump tried this week to reset his unorthodox bid for the White House after falling behind Clinton in opinion polls for the Nov. 8 election. Trump said in a statement he had accepted Manafort’s     resignation and praised his “great work,” but did not offer an explanation for the departure.    Trump aides say the staff changes usher in a greater focus on policy and a more serious tone.  The former reality TV host has stuck to that mission, swapping his free-wheeling rally speeches for prepared remarks that stick to a singular theme. He has concentrated on immigration, trade deals and law and order. Speaking in Dimondale, Michigan, on Friday with the use of a teleprompter, Trump stayed clear of much of the hyperbole that has been a hallmark of his campaign. He attacked Clinton for her position on trade agreements, telling the Michigan crowd that the Democrat would send auto jobs to Mexico.  Nonetheless, he appeared to stray at times from his prepared remarks, as when he said that black voters, who overwhelmingly tell pollsters they prefer Democratic candidates, should vote for him. “You’re living in poverty, your schools are no good, you have no jobs, 58 percent of your youth are unemployed,” Trump said. “What the hell do you have to lose?” Trump, who has never held elected office, did not refer to his staffing changes, but in an interview earlier on Friday his son Eric Trump said unflattering headlines about Manafort had taken a toll. “I think my father didn’t want to be, you know, distracted by, you know, whatever things that, you know, Paul was dealing with,” he told the Fox News Channel’s “Sunday Morning Futures”, while also praising Manafort’s work for the campaign. Questions have arisen about Manafort’s previous work for the political party of the Kremlin-backed former Ukrainian leader, Viktor Yanukovich.  Federal investigators from the U.S. Department of Justice are examining American ties to corruption in Ukraine, CNN reported on Friday. The investigation is looking at the work of Manafort’s firm and another lobbying firm, the Podesta Group, headed by Tony Podesta, whose brother, John Podesta, is chairman of Clinton’s presidential campaign. Clinton leads Trump by 8 percentage points among likely voters, according to a Reuters/Ipsos opinion poll released on Friday. The Aug. 14-18 online poll showed that Clinton was supported by 42 percent of Americans who are expected to vote, compared with 34 percent for Trump. Some 23 percent would not side with either candidate.  On Wednesday, Trump overhauled his campaign team, hiring the head of conservative website Breitbart News, Stephen Bannon, as chief executive of the campaign in a move that bolstered his combative image. Trump also promoted adviser Kellyanne Conway, a data-driven political analyst, to campaign manager. In a previous shake-up, Manafort, who first joined the team in March, took over the running of the campaign from Corey Lewandowski, who was fired as campaign manager in June.     The Clinton campaign has pointed to Manafort’s Ukraine work and favorable comments that Trump has made about Russian President Vladimir Putin to sow questions in voters’ minds about whether the Russian government has an unseen hand in the U.S. election. Russian officials have rejected that accusation. “You can get rid of Manafort, but that doesn’t end the odd bromance Trump has with Putin,” Robby Mook, Clinton’s campaign manager, said in a statement. John Feehery, a Republican strategist, said it would have been unsustainable for Manafort to stay on after Wednesday’s hires. “Too many cooks in the kitchen,” he said. Trump’s hiring of Bannon was seen as a sign he would not hold back in his aggressive, unorthodox campaign manner. Still, Trump offered rare words of regret on Thursday for any time he had caused “personal pain” with his take-no-prisoners style.  On Friday, he also began airing his first television advertisement since becoming the Republican candidate, buying airtime in the crucial states of Ohio, Pennsylvania, North Carolina and Florida, where Clinton has already spent of millions in television advertising.  The 30-second ad focuses on immigration, saying Clinton would allow “terrorists and dangerous criminals” into the country, a charge her campaign dismisses. Karlyn Bowman, a senior fellow at the American Enterprise Institute conservative think tank, said Trump still had some time to turn around his campaign, noting the news of the shakeup came as many Americans were enjoying summer vacations.  The final stretch of the protracted campaign traditionally starts after Labor Day, which falls on Sept. 5 this year. “I’m not sure the public pays a lot of attention to inside campaign stories,” she said. “But that said, Trump has clearly been having significant problems in the polls and he needed to do something differently and perhaps this is the beginning of the attempt.” Clinton won some relief on Friday from a controversy over her use of a private email system when she was secretary of state. A U.S. federal judge ruled that Clinton did not need to give sworn testimony in a lawsuit about the email issue. ",real
Germany's Merkel says Paris climate accord is an 'essential' pact,BERLIN (Reuters) - German Chancellor Angela Merkel described the Paris climate accord as an “essential” pact on Thursday and said she was pleased that many other governments took the same view. U.S. President Donald Trump will announce later on Thursday his decision on whether to keep the United States in the landmark global pact to fight climate change. A source close to the matter said he was preparing to pull out of the accord. ,real
